message,true_sentiment,vader_sentiment
so many meltdowns these days. ah! yes! it's global warming. private jets really help prevent thisâ€¦ ,pro,pro
one common denominator. guess what? itâ€™s not christianity or climate change ðÿ˜‰ ,neutral,neutral
fixing democracy to combat climate change: al gore q&amp;a ..  #climatechange,pro,anti
proactive engineered solutions will be required to actually address climate change.,pro,pro
"epa pruitt, incompetent plagiarist, says co2 not a contributor to global warming. nasa &amp; noaa say otherwise.  ",pro,anti
is a great bipartisan org. im a republican but i believe climate change is real!!!  #climatechange #supermoon #trump,pro,pro
"the so-called 'president' wants less warning of hurricanes, because he's afraid of more data on climate change. ",pro,anti
when you're enjoying the warm weather in december but deep down u know it's because of global warming ,pro,pro
de blasioâ€™s global warming lawsuit is riddled with factual errors  ,neutral,anti
"thank global warming, donnie.",neutral,pro
about turn on climate change - that's a big one.,neutral,neutral
"parent: i'd do anything for my children!

scientist: here's how to stave off climate change so your children can stay oã¢â‚¬â¦",pro,neutral
"guess who trump learns science from?

putin says climate change not man-made ",pro,neutral
"if cities really want to fight climate change, they have to fight cars  ",pro,anti
trump denies global warming and doesn't acknowledge aerosol forcing... yet ...wait for it,pro,anti
save the polar bears. fight climate change. ,pro,pro
"al franken shutting down rick perry over climate change is everything &amp; more.
",pro,neutral
gasoline smells like global warming n capitalism ðÿ˜ž,neutral,pro
she's thinking about how she's going to die because your husband doesn't believe in climate change ,pro,anti
global warming is for real..i also thot never in my life time..but now its here !!,pro,pro
when animals are going extinct at an alarming rate and global leaders think climate change is a joke ,pro,pro
"the essential climate change reading list... apparently. anyone have additional recommendations?
 v⁮ia",neutral,neutral
president donald trump has announced that the u.s. will no longer regard climate change by name as a national security threat hâ€¦,neutral,anti
we have a president-elect who doesn't believe in climate change. millions of people are going to have to say: mr. tã¢â‚¬â¦,pro,neutral
"trump doesn't govern like a true climate change denier. in a way, his approach is crueler. here, i wrote about why.…",pro,anti
especially with a president-elect and staff full of climate change deniers/diversity non-believers in white house,pro,neutral
���� france is recruiting scientists from around the world to combat american climate change denial:…,pro,anti
"mumbai, new york basements seen as uninsurable in next decade due to climate change via  ",pro,neutral
"stops nat'l parks from informing on climate change,lies about the election. dt is a sick childish embarrassment destroying o…",pro,anti
fuck cold weather. this why i polute so global warming will work faster and all year round ,anti,anti
humans are killing corals with more than just climate change ,pro,anti
"global warming is a scam that people believe is real. gold is real, but people believe it$q$s a scam!",anti,anti
wow wow finally climate change is not the evil now you wake up. good,neutral,pro
"my response to climate change, summer, spring, fall and winter, any questions? ",anti,neutral
"isis decides to go green to counter global warming, says will only kill people by knife and won't use bombs, grenad…",neutral,anti
i think she just ended global warming ,neutral,pro
the bbc feel they have to balance sense with nonsense. serious discussion about climate change and extrâ€¦,neutral,anti
"retweeted citizensclimatelobby ():

we must bridge the political divide to solve #climate change.... ",pro,pro
thank you for standing up against the global hoax that is global warming....fake news of the highest oâ€¦,anti,pro
"at the #worldgovsummit press conference, he dr. thani al zeyoudi noted that climate change challenges will be the fâ€¦ ",pro,pro
#msgtreeplantationdrive  the target of nature campaign is to counter the depreciation of flora and save the nature from g…,pro,pro
"luckily, we have a president committed to fighting climate change. lol.

 ",pro,pro
progressives no longer get immunity for rape &amp; sexual harassment by pointing out that they support climate change legislaâ€¦,anti,anti
"#iwantamerica to focus on reducing income inequality, combating climate change and to invest in a green economy infrastructure revolution",pro,neutral
and why even bring up global warming right?me and you both know it's a hoax!none of the stuff you leã¢â‚¬â¦ ,anti,pro
"us, in push for mass extinction, forces g20 to drop any mention of climate change' in joint statement #tytlive ",pro,anti
"israel forestry experts blame for fires:
1) climate change
2) worst weather in 40 years
3) bad choice to plant pines
",pro,anti
13. it's about hsj being the reason why there's global warming with moonie lol,neutral,pro
let me guess...it's the same reason democrats don't really give a shit about climate change. ,pro,pro
the entire global warming mantra is a farce. enlist in the #usfa at  patriot central awaits yourâ€¦,anti,anti
nunes is a big climate change denier just like his orange emperor. what a weasel. ,pro,neutral
a call for women to take a bigger role in fighting climate change at a conference in nyc ,pro,anti
is climate change just earth shaking off her human fleas? ellie thinks so.  #ecofiction ,neutral,anti
"his wife, deborah steinberg, is a scientist studying climate change in the antarctic. 'she really wanted to be here…",pro,neutral
hillary blames women on climate change,neutral,anti
sekolah apanya? skripsitnya a? hahahah gak mandi itu malah menghemat air mengurangi global warming loh haha,neutral,pro
here are 8 ways climate change puts your safety at risk  ,pro,pro
"tweets from  , which they were forced to delete.  can't tweet about climate change anymore. what's…",pro,anti
"as a millennial, you might expect that my favorite rpg is chrono trigger. when in fact, it's illusion of gaia (climate change)",neutral,pro
"why is dragon ball like climate change?

because it gets cooler early on.",neutral,pro
#polarbear condition is normally distributed but present the science of climate change effects &amp; deniers tweet fat bear phoâ€¦,pro,anti
